Nama Jalan,Latitude,Longtitude,Lajur,Waktu,Hari,Tanggal,MOTOR,MOBIL,BUS/TRUK,JUMLAH,HEADWAY(s),GAP(s),85 P SPEED (Km/Jam),AVG. SPEED (Km/Jam),OCCUPANCY (%),LEBAR JALAN (m),PANJANG ANTRIAN (m)
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SIANG,KAMIS,21-04-2022 12:00,230,275,232,737,1.15,4.03,61.50,19.62,47.54,7.2,370
SP. PASTEUR,-6.892133857,107.5811173,LURUS,PAGI,RABU,13-04-2022 07:00,147,859,108,1114,0.41,8.27,48.50,25.69,47.54,14,370
SP. SAMSAT,-6.945438,107.641889,Belok kanan,SORE,SELASA,19-04-2022 16:00,642,1220,520,2382,0.20,1.15,31.50,10.81,47.53,21,370
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SABTU,16-04-2022 16:00,389,422,108,919,0.25,2.82,57.25,20.94,47.52,21,370
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,RABU,06-04-2022 12:00,730,762,241,1733,0.04,4.90,42.50,18.31,47.51,21,370
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SIANG,RABU,27-04-2022 12:00,210,1325,689,2224,0.40,1.34,50.50,24.56,47.51,22,370
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SABTU,16-04-2022 12:00,506,866,216,1588,1.04,4.27,31.50,12.81,47.50,21,370
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SORE,MINGGU,24-04-2022 12:00,362,827,105,1294,2.34,4.36,41.50,18.25,47.48,7.2,370
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SENIN,11-04-2022 7:00,593,614,226,1433,0.32,3.21,29.50,16.00,47.46,21,370
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,MINGGU,17-04-2022 07:00,161,366,441,968,2.71,6.28,68.50,25.12,47.44,22,370
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,MINGGU,10-04-2022 7:00,802,929,205,1936,0.10,6.82,37.50,18.75,47.44,21,370
SP. PASTEUR,-6.892133857,107.5811173,LURUS,SORE,RABU,13-04-2022 16:00,99,684,99,882,0.04,5.27,37.25,16.56,47.43,14,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,JUMAT,01-04-2022 12:00,226,284,282,792,2.50,6.34,44.25,21.00,47.42,7.2,370
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,JUMAT,29-04-2022 12:00,423,793,233,1449,0.44,3.44,50.50,25.75,47.41,21,370
SP. CIBEREUM,-6.917224,107.574382,Lurus,PAGI,RABU,20-04-2022 07:00,2261,681,228,3170,0.01,0.47,35.75,25.38,47.41,9.5,370
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SIANG,SABTU,30-04-2022 12:00,694,402,52,1148,0.94,2.62,35.00,22.25,47.41,9.5,370
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SORE,SENIN,04-04-2022 16:00,428,1183,432,2043,1.27,4.92,30.25,14.25,47.40,21,370
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,JUMAT,15-04-2022 16:00,486,993,201,1680,0.81,2.65,43.00,18.44,47.36,21,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,RABU,06-04-2022 12:00,227,655,256,1138,0.48,4.46,47.25,19.00,47.36,7.2,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,RABU,06-04-2022 12:00,227,655,256,1138,0.48,4.46,47.25,19.00,47.36,7.2,370
SP. ISTANA PLAZA,-6.906442307,107.5975451,Lurus kiri,SIANG,RABU,20-04-2022 12:00,615,1041,203,1859,0.29,1.30,50.75,32.38,47.34,14,370
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SIANG,RABU,27-04-2022 12:00,436,864,874,2174,1.30,2.09,33.75,19.56,47.33,21,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,260,472,78,810,1.21,7.13,30.00,14.26,47.32,7.2,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SORE,SELASA,05-04-2022 16:00,281,705,233,1219,0.44,2.95,43.25,17.88,47.32,7.2,370
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,PAGI,RABU,13-04-2022 07:00,737,42,14,793,1.75,6.03,37.50,23.94,47.31,7.2,370
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KANAN,PAGI,SABTU,02-04-2022 7:00,1063,593,46,1702,0.62,2.10,43.50,29.25,47.29,14,370
SP. CIBEREUM,-6.917224,107.574382,Lurus,PAGI,KAMIS,21-04-2022 07:00,1071,764,438,2273,0.05,0.77,125.75,58.88,47.28,9.5,370
SP. PASIR KALIKI,-6.900525,107.597353,Lurus kanan,SORE,SABTU,23-04-2022 16:00,590,803,81,1474,0.34,1.75,42.50,28.00,47.28,14,370
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,PAGI,MINGGU,24-04-2022 16:00,234,310,49,593,0.96,4.22,34.50,21.25,47.28,21,370
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SORE,SENIN,11-04-2022 16:00,780,520,302,1602,1.20,2.52,40.25,22.62,47.27,9.5,370
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SORE,KAMIS,07-04-2022 16:00,1004,541,202,1747,0.33,0.99,49.25,32.00,47.26,6,370
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SIANG,JUMAT,01-04-2022 12:00,312,530,563,1405,0.59,3.77,51.50,24.75,47.25,21,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SORE,JUMAT,01-04-2022 16:00,273,373,161,807,0.27,2.32,46.00,17.50,47.24,7.2,370
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SORE,SELASA,26-04-2022 16:00,694,254,7,955,0.27,6.49,64.00,30.94,47.22,14,370
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,PAGI,RABU,06-04-2022 7:00,334,433,45,812,2.39,5.13,51.25,24.94,47.22,14,370
SP. PASTEUR,-6.892133857,107.5811173,LURUS,PAGI,JUMAT,08-04-2022 7:00,151,696,88,935,0.23,5.31,43.75,28.62,47.21,14,370
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SENIN,04-04-2022 12:00,254,409,169,832,0.67,7.46,39.00,17.94,47.21,21,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,RABU,27-04-2022 12:00,197,304,191,692,0.71,9.32,61.50,32.31,47.20,7.2,370
SP. UJUNG BERUNG,-6.914068,107.699412,BELOK KIRI,SIANG,SENIN,25-04-2022 12:00,330,219,271,820,3.56,4.13,52.50,29.19,47.19,6,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,SENIN,11-04-2022 7:00,891,960,76,1927,0.04,1.20,47.50,25.62,47.17,7.2,370
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KANAN,SIANG,KAMIS,07-04-2022 12:00,529,521,148,1198,1.05,4.76,45.00,35.19,47.17,6,370
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,KAMIS,28-04-2022 16:00,832,842,297,1971,0.24,4.63,49.00,22.00,47.16,21,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,KAMIS,07-04-2022 7:00,297,255,174,726,0.87,4.73,60.00,31.69,47.14,7.2,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SORE,SABTU,09-04-2022 16:00,252,505,170,927,1.41,3.74,49.00,25.88,47.14,7.2,370
SP. CIBEREUM,-6.917224,107.574382,LURUS,SIANG,SELASA,05-04-2022 12:00,672,774,574,2020,0.58,2.86,125.00,58.31,47.11,9.5,370
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,PAGI,RABU,20-04-2022 07:00,780,1005,116,1901,0.05,1.54,43.75,22.56,47.09,7.2,370
SP. CIBEREUM,-6.917224,107.574382,LURUS,SORE,SELASA,26-04-2022 16:00,2683,1039,282,4004,0.03,0.44,37.25,29.75,47.08,9.5,370
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,PAGI,SABTU,02-04-2022 7:00,1649,418,49,2116,0.34,1.48,50.50,35.12,47.06,21,370
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,MINGGU,17-04-2022 07:00,460,392,126,978,1.08,9.19,45.75,23.94,47.06,21,370
SP. CIBEREUM,-6.917224,107.574382,LURUS,SORE,KAMIS,14-04-2022 16:00,821,931,723,2475,0.33,1.94,119.00,57.50,47.04,9.5,370
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SIANG,SENIN,04-04-2022 12:00,429,743,906,2078,0.88,2.90,29.75,13.38,47.03,21,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,RABU,13-04-2022 12:00,219,697,298,1214,1.15,2.41,47.50,20.12,47.02,7.2,370
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SENIN,04-04-2022 12:00,1126,839,625,2590,0.76,2.39,47.75,36.31,47.02,21,370
SP. CIBEREUM,-6.917224,107.574382,Lurus kanan,SORE,KAMIS,21-04-2022 16:00,840,454,231,1525,0.21,3.15,38.75,27.19,46.99,9.5,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SORE,MINGGU,10-04-2022 16:00,292,435,137,864,1.12,3.51,36.25,14.56,46.99,7.2,370
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,RABU,06-04-2022 12:00,616,709,241,1566,0.09,1.39,39.50,22.69,46.95,12.5,370
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SENIN,25-04-2022 12:00,819,782,176,1777,0.14,3.95,39.00,21.31,46.95,12.5,370
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SORE,RABU,20-04-2022 16:00,653,539,232,1424,0.18,3.05,39.00,18.31,46.93,21,370
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SORE,KAMIS,28-04-2022 16:00,157,803,57,1017,0.61,6.88,60.50,28.12,46.92,14,370
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,SENIN,04-04-2022 12:00,214,601,233,1048,1.36,8.45,45.00,19.50,46.90,7.2,370
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,SORE,JUMAT,15-04-2022 16:00,282,856,271,1409,0.11,3.05,34.50,22.19,46.90,22,370
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SIANG,MINGGU,10-04-2022 12:00,171,85,39,295,9.87,15.21,43.75,26.75,46.88,7.2,370
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SORE,JUMAT,08-04-2022 16:00,512,81,25,618,3.17,9.02,57.75,24.19,46.87,7.2,370
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,SABTU,16-04-2022 07:00,507,449,178,1134,0.45,4.44,27.25,13.38,46.86,21,370
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SORE,SELASA,19-04-2022 16:00,591,1006,320,1917,0.75,5.18,31.75,12.75,46.86,21,370
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SORE,SENIN,04-04-2022 16:00,677,972,129,1778,1.02,1.67,42.25,23.62,46.85,14,370
SP. PASIR KOJA,-6.930399,107.57604,Lurus kanan,SIANG,JUMAT,22-04-2022 12:00,237,655,270,1162,0.62,1.67,39.50,27.75,46.83,22,370
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,JUMAT,29-04-2022 12:00,432,284,36,752,1.63,2.80,82.00,56.56,46.76,14,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SELASA,05-04-2022 12:00,340,891,309,1540,0.18,4.87,30.00,14.88,46.73,21,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,JUMAT,08-04-2022 12:00,742,709,345,1796,0.09,0.77,41.50,31.56,46.73,21,360
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,PAGI,RABU,27-04-2022 07:00,833,347,79,1259,0.53,1.52,39.25,30.94,46.71,12.5,360
SP. M TOHA,-6.948332,107.609386,Lurus kanan,PAGI,SELASA,19-04-2022 07:00,897,780,154,1831,0.01,1.31,39.50,22.19,46.70,12.5,360
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,SIANG,RABU,20-04-2022 12:00,600,489,134,1223,0.42,2.16,39.25,25.94,46.69,9.5,360
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SIANG,JUMAT,08-04-2022 12:00,261,500,647,1408,0.72,4.75,33.00,23.19,46.69,21,360
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SIANG,KAMIS,14-04-2022 12:00,162,235,199,596,2.19,9.50,51.75,24.56,46.68,7.2,360
SP. BUAH BATU,-6.947987,107.633434,BELOK KIRI,SIANG,SELASA,05-04-2022 12:00,1177,694,104,1975,0.12,2.55,51.00,32.00,46.67,21,360
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,SORE,RABU,20-04-2022 16:00,531,106,31,668,0.89,3.57,50.00,22.88,46.66,7.2,360
SP. CIBEREUM,-6.917224,107.574382,Belok kiri,SIANG,KAMIS,21-04-2022 12:00,570,429,120,1119,1.00,4.68,35.00,19.75,46.64,9.5,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SELASA,12-04-2022 12:00,309,436,173,918,2.02,3.86,35.25,18.12,46.64,21,360
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,SORE,RABU,20-04-2022 16:00,353,117,26,496,0.64,6.72,48.00,26.94,46.63,7.2,360
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,SORE,RABU,13-04-2022 16:00,1923,690,187,2800,0.06,1.09,35.00,24.69,46.63,6,360
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,PAGI,SABTU,16-04-2022 07:00,1095,482,127,1704,0.01,0.77,39.25,26.75,46.62,12.5,360
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,MINGGU,17-04-2022 12:00,798,359,67,1224,0.16,3.28,41.75,28.12,46.62,12.5,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,PAGI,RABU,13-04-2022 07:00,355,515,76,946,3.95,10.41,37.75,13.69,46.62,21,360
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,MINGGU,17-04-2022 07:00,380,244,198,822,0.88,3.50,42.25,35.19,46.59,22,360
SP. PASTEUR,-6.892133857,107.5811173,Lurus,PAGI,KAMIS,21-04-2022 07:00,116,815,61,992,0.07,3.40,41.25,26.38,46.58,14,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SABTU,30-04-2022 16:00,1265,947,193,2405,0.06,1.39,36.25,30.62,46.57,21,360
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,PAGI,SABTU,02-04-2022 7:00,2087,541,121,2749,0.03,0.94,40.00,30.69,46.56,6,360
SP. PASIR KALIKI,-6.900525,107.597353,Lurus kanan,SORE,SABTU,23-04-2022 16:00,289,871,37,1197,0.42,2.07,29.50,12.29,46.54,14,360
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,JUMAT,01-04-2022 7:00,978,731,485,2194,0.02,0.58,124.25,63.69,46.51,9.5,360
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,SORE,SABTU,16-04-2022 16:00,272,630,17,919,0.92,10.71,28.50,12.54,46.48,14,360
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,SABTU,02-04-2022 7:00,1244,380,174,1798,0.40,3.55,41.50,28.38,46.47,12.5,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,KAMIS,07-04-2022 16:00,1711,125,147,1983,0.00,1.08,30.50,11.56,46.47,21,360
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,MINGGU,17-04-2022 07:00,119,71,30,220,2.60,20.52,48.25,20.69,46.46,21,360
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SORE,KAMIS,21-04-2022 16:00,315,823,303,1441,0.99,4.56,44.00,13.88,46.46,7.2,360
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SIANG,SELASA,05-04-2022 12:00,378,763,630,1771,3.14,4.92,30.00,17.81,46.45,21,360
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,PAGI,SENIN,04-04-2022 7:00,772,323,43,1138,1.99,4.76,30.00,23.44,46.44,9.5,360
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,SELASA,12-04-2022 7:00,338,234,129,701,1.60,14.13,53.25,27.19,46.43,7.2,360
SP. UJUNG BERUNG,-6.914068,107.699412,Lurus kanan,SORE,SABTU,23-04-2022 16:00,663,474,99,1236,0.41,2.21,45.75,32.00,46.41,6,360
SP. ISTANA PLAZA,-6.906442307,107.5975451,BELOK KIRI,SIANG,SELASA,26-04-2022 12:00,685,228,71,984,0.32,3.19,39.75,32.62,46.40,14,360
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,SELASA,05-04-2022 12:00,184,325,213,722,1.66,6.23,45.00,29.00,46.40,12.5,360
SP. PASIR KALIKI,-6.900525,107.597353,Lurus kanan,SORE,SELASA,19-04-2022 16:00,293,747,21,1061,0.11,2.79,29.00,10.31,46.40,14,360
SP. PASTEUR,-6.892133857,107.5811173,Lurus kanan,PAGI,MINGGU,24-04-2022 16:00,583,974,226,1783,0.05,1.29,49.00,25.31,46.40,14,360
SP. CIBEREUM,-6.917224,107.574382,LURUS,PAGI,SENIN,11-04-2022 7:00,1217,984,619,2820,0.08,0.91,122.00,53.31,46.39,9.5,360
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SABTU,30-04-2022 07:00,677,595,107,1379,1.38,2.54,37.75,22.50,46.38,21,360
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,RABU,27-04-2022 07:00,455,401,142,998,0.49,3.11,49.75,18.62,46.38,7.2,360
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,PAGI,KAMIS,07-04-2022 7:00,151,822,195,1168,0.26,2.03,44.00,26.12,46.36,7.2,360
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,SORE,JUMAT,29-04-2022 16:00,318,330,20,668,0.86,5.26,52.25,21.19,46.33,21,360
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,PAGI,RABU,06-04-2022 7:00,1033,983,326,2342,0.05,3.77,28.25,10.88,46.29,21,360
SP. GEDE BAGE,-6.937128,107.692583,Belok kiri,SORE,JUMAT,22-04-2022 16:00,548,82,45,675,0.41,3.67,42.75,19.44,46.28,7.2,360
SP. CIBEREUM,-6.917224,107.574382,Lurus,SIANG,JUMAT,22-04-2022 12:00,551,803,566,1920,0.13,1.38,126.50,60.50,46.26,9.5,360
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,SIANG,JUMAT,29-04-2022 12:00,105,555,74,734,0.56,3.23,81.00,53.00,46.26,14,360
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,PAGI,KAMIS,07-04-2022 7:00,2432,666,161,3259,0.24,1.24,41.50,29.00,46.24,14,360
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SORE,SELASA,12-04-2022 16:00,285,734,196,1215,1.77,4.30,44.00,16.31,46.22,7.2,360
SP. CIBEREUM,-6.917224,107.574382,BELOK KIRI,SIANG,SABTU,09-04-2022 12:00,673,473,149,1295,0.15,0.98,35.00,24.44,46.21,9.5,360
SP. CIBEREUM,-6.917224,107.574382,LURUS KANAN,SORE,SELASA,26-04-2022 16:00,817,469,182,1468,0.17,1.89,35.50,23.56,46.19,9.5,360
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,MINGGU,17-04-2022 16:00,285,428,66,779,3.33,6.32,43.50,24.12,46.19,12.5,360
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,SORE,SELASA,05-04-2022 16:00,1619,709,210,2538,0.04,0.58,35.00,25.88,46.19,6,360
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SIANG,SELASA,12-04-2022 12:00,512,314,96,922,1.77,5.86,37.00,30.88,46.18,12.5,360
SP. PASIR KALIKI,-6.900525,107.597353,LURUS,SIANG,SENIN,11-04-2022 12:00,228,406,94,728,0.54,10.44,51.00,25.38,46.18,14,360
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,PAGI,SELASA,26-04-2022 07:00,170,581,36,787,0.54,5.29,112.75,59.38,46.17,14,360
SP. PASIR KALIKI,-6.900525,107.597353,Lurus kanan,SIANG,KAMIS,21-04-2022 12:00,389,897,128,1414,0.61,8.08,41.75,20.75,46.13,14,360
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,PAGI,MINGGU,03-04-2022 7:00,217,259,148,624,1.21,8.46,43.00,32.06,46.10,12.5,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,JUMAT,29-04-2022 12:00,218,280,22,520,1.87,9.45,38.00,19.81,46.03,21,360
SP. SAMSAT,-6.945438,107.641889,BELOK KANAN,SORE,SABTU,30-04-2022 16:00,573,1169,251,1993,0.34,3.46,28.25,9.75,46.03,21,360
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SORE,RABU,27-04-2022 16:00,346,129,46,521,2.41,11.07,46.25,24.12,46.02,7.2,360
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SELASA,12-04-2022 16:00,890,727,218,1835,0.27,3.45,38.50,21.25,46.02,12.5,360
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,SELASA,12-04-2022 7:00,560,386,351,1297,0.01,1.52,46.25,29.12,46.00,22,360
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,RABU,06-04-2022 16:00,583,221,73,877,0.25,3.00,37.25,31.75,45.99,12.5,360
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,SABTU,16-04-2022 16:00,806,912,90,1808,0.06,1.63,39.50,24.19,45.98,12.5,360
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SIANG,MINGGU,03-04-2022 12:00,98,512,18,628,1.67,4.70,58.75,25.62,45.97,14,360
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,SIANG,RABU,27-04-2022 12:00,252,360,142,754,1.18,7.57,44.50,27.44,45.96,14,360
SP. M TOHA,-6.948332,107.609386,Lurus kanan,PAGI,SABTU,23-04-2022 07:00,1177,504,146,1827,0.39,1.14,40.00,26.75,45.96,12.5,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SENIN,18-04-2022 12:00,361,519,190,1070,0.32,5.82,36.25,9.50,45.93,21,360
SP. PASTEUR,-6.892133857,107.5811173,LURUS KANAN,SIANG,SABTU,16-04-2022 12:00,2055,1169,425,3649,0.08,1.09,37.00,22.62,45.92,14,360
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,SORE,KAMIS,14-04-2022 16:00,267,762,180,1209,1.45,5.70,42.25,17.06,45.88,7.2,360
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,SORE,RABU,13-04-2022 16:00,347,340,123,810,8.13,10.13,46.75,32.19,45.87,14,360
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SIANG,JUMAT,28-04-2022 12:00,455,1005,73,1533,1.12,9.51,39.00,14.50,45.86,14,360
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,JUMAT,08-04-2022 7:00,462,421,309,1192,2.57,4.49,56.00,38.25,45.86,22,360
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SIANG,RABU,20-04-2022 12:00,254,378,93,725,0.89,6.58,37.75,16.94,45.84,21,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SORE,SELASA,26-04-2022 16:00,875,1024,214,2113,0.76,1.34,31.75,13.38,45.83,21,360
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,MINGGU,10-04-2022 16:00,359,283,45,687,2.19,4.30,41.75,24.75,45.82,12.5,360
SP. BATUNUNGGAL,-6.949535,107.626064,LURUS KIRI,PAGI,SABTU,09-04-2022 7:00,367,222,100,689,7.70,13.70,48.75,40.94,45.80,14,360
SP. SAMSAT,-6.945438,107.641889,Belok kanan,SIANG,SABTU,23-04-2022 12:00,370,861,717,1948,0.37,4.77,31.00,17.31,45.80,21,360
SP. SAMSAT,-6.945438,107.641889,LURUS KANAN,SIANG,SABTU,09-04-2022 12:00,263,494,205,962,0.71,11.20,39.75,22.94,45.76,21,350
SP. BATUNUNGGAL,-6.949535,107.626064,Lurus kiri,SORE,SABTU,23-04-2022 16:00,300,357,150,807,6.12,9.47,44.00,26.19,45.74,14,350
SP. CIBEREUM,-6.917224,107.574382,LURUS,SIANG,SELASA,05-04-2022 12:00,1838,972,307,3117,0.31,1.78,32.25,22.44,45.73,9.5,350
SP. GEDE BAGE,-6.937128,107.692583,LURUS KANAN,PAGI,JUMAT,08-04-2022 7:00,294,242,150,686,2.26,7.09,51.25,21.31,45.71,7.2,350
SP. PASIR KOJA,-6.930399,107.57604,LURUS KANAN,PAGI,RABU,27-04-2022 07:00,479,436,355,1270,0.66,4.21,42.50,26.94,45.71,22,350
SP. PASIR KALIKI,-6.900525,107.597353,Lurus kanan,SIANG,SELASA,19-04-2022 12:00,445,968,99,1512,0.39,2.89,36.75,14.88,45.68,14,350
SP. UJUNG BERUNG,-6.914068,107.699412,Lurus kiri,SIANG,SELASA,19-04-2022 07:00,1708,738,248,2694,0.17,0.73,33.75,25.38,45.68,6,350
SP. M TOHA,-6.948332,107.609386,BELOK KIRI,SORE,MINGGU,03-04-2022 16:00,134,340,163,637,2.43,10.65,57.75,28.19,45.67,12.5,350
SP. PASIR KALIKI,-6.900525,107.597353,LURUS KANAN,SIANG,RABU,06-04-2022 12:00,367,762,53,1182,0.35,1.51,38.75,24.38,45.66,14,350
SP. ISTANA PLAZA,-6.906442307,107.5975451,LURUS,PAGI,SENIN,25-04-2022 07:00,191,530,69,790,0.27,1.91,109.25,66.50,45.65,14,350
SP. BUAH BATU,-6.947987,107.633434,LURUS KANAN,PAGI,SABTU,16-04-2022 07:00,948,512,190,1650,0.03,1.71,40.75,27.94,45.64,21,350
SP. SAMSAT,-6.945438,107.641889,Lurus kanan,SIANG,RABU,20-04-2022 12:00,295,888,237,1420,0.86,12.34,32.00,16.19,45.63,21,350
SP. GEDE BAGE,-6.937128,107.692583,Lurus kanan,SIANG,RABU,20-04-2022 12:00,213,288,140,641,0.55,1.62,49.25,22.50,45.62,7.2,350
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SIANG,KAMIS,07-04-2022 12:00,245,286,302,833,0.54,4.38,44.50,29.81,45.61,12.5,350
SP. M TOHA,-6.948332,107.609386,LURUS KANAN,SORE,SABTU,09-04-2022 16:00,392,432,122,946,5.33,8.73,41.50,26.81,45.60,12.5,350
SP. GEDE BAGE,-6.937128,107.692583,BELOK KIRI,SORE,SENIN,04-04-2022 16:00,266,107,21,394,5.00,7.78,57.50,28.19,45.59,7.2,350
SP. UJUNG BERUNG,-6.914068,107.699412,LURUS KIRI,SORE,MINGGU,10-04-2022 16:00,1353,919,140,2412,0.15,1.90,35.75,22.75,45.58,6,350
SP. CIBEREUM,-6.917224,107.574382,LURUS,SORE,RABU,06-04-2022 16:00,860,799,682,2341,0.45,2.50,113.00,51.06,45.57,9.5,350
